"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","5Pct",23,0,"",0,0
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","10Pct",23,0,"",0,0
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","25Pct",23,0,"",0,0
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","50Pct",23,0,"",0,0
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","75Pct",23,0,"",0,0.295819269035755
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","90Pct",25,0.294436257061716,"",0,2.5
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","95Pct",25,0.298962302172106,"",0,2.5
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","Mean",29,0.0762535115146336,"0.034061169226985",0.00949484655841898,0.143012176470848
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","Variance",29,0.0618299231359945,"0.0382692652128088",0,0.136836304667911
"WSA9_by_Lake_Origin","NAP_MAN_MADE","vert","Std. Deviation",29,0.2486562348625,"0.0769521529069455",0.0978327866320672,0.399479683092932
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","5Pct",61,0,"",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","10Pct",61,0,"",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","25Pct",61,0,"",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","50Pct",61,0,"",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","75Pct",61,0,"",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","90Pct",61,0,"",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","95Pct",61,0,"",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","Mean",61,0,"0",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","Variance",61,0,"0",0,0
"WSA9_by_Lake_Origin","NAP_NATURAL","vert","Std. Deviation",61,0,"0",0,0
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","5Pct",9,0,"",0,0.0722846110138048
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","10Pct",9,0,"",0,0.0760113866586996
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","25Pct",9,0.0731309162779776,"",0,0.443627112477183
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","50Pct",15,0.449281722977279,"",0.0758175932650571,0.960571744439945
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","75Pct",21,0.972725168629472,"",0.481807804131414,1.98543262688047
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","90Pct",26,1.80353031737236,"",0.965866036585369,2.35
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","95Pct",26,1.8080676064502,"",0.983194800355425,2.35
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","Mean",29,0.623238728137799,"0.145752310595032",0.337569448708041,0.908908007567558
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","Variance",29,0.41122401411114,"0.121338608002776",0.173404712491476,0.649043315730803
"WSA9_by_Lake_Origin","NPL_MAN_MADE","vert","Std. Deviation",29,0.641267505890591,"0.0946084176168109",0.455838414727317,0.826696597053865
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","5Pct",38,0,"",0,0
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","10Pct",38,0,"",0,0
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","25Pct",38,0,"",0,0
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","50Pct",38,0,"",0,0
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","75Pct",38,0,"",0,0
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","90Pct",38,0,"",0,0.124078738628022
