SITE_ID,VISIT_NO,DATE_COL_iso,dD,d18O,d_excess,E_I,RT,YEAR,SAMPLE_ID,SAMPLED_PHAB,L_LkAreakm2,DDHzSqrtA_sc,DDVrtDix_sc,L_DDHzSqrtA_sc,L_DDVrtDix_sc,URBAN,VertDD_use,HorizDD_use,L_VertDD_use,L_HorizDD_use,ELEV_use,DpthMx_use,LkArea_km2,LATdd_use,LONdd_use,L_DpthMx_use,L_ELEV_use,Lake_Origin_use,ECOWSA9_2015,RT_NLA12_2015,ECOP5_2015,ECOP6_2015,SID,RESAMPLED12,VertDD_CONDc315,HorizDD_CONDc315,Drawdown_CONDus15,RTS12_15
NLA12_CA-223,1,2012-09-26,-106.06,-13.72,3.66,NA,NA,2012,663312,YES,-0.4562015,0.010990415,0.058139535,-1.677978967,-1.166600835,Yes,1.5,6.5,0.204119983,0.875061263,2732.75,25.8,0.34978284,37.60203,-119.0028,1.411619706,3.436758796,MAN-MADE,WMT,S,WEST,WEST,NLA12_CA-223,NO,Med,Med,MEDIUM,2
NLA12_CA-R01,1,2012-07-20,-25.02,-3.71,4.65,NA,NA,2012,650750,YES,-0.001475454,0.00340578,0.090909091,-1.872707899,-0.996069706,Yes,2,3.4,0.322219295,0.643452677,198.57,22,0.996608406,37.94539,-122.62953,1.342422681,2.300095257,MAN-MADE,WMT,S,WEST,WEST,NLA06608-0501,YES,Med,Small,MEDIUM,2
NLA12_CA-R02,1,2012-07-23,-91.12,-11.66,2.13,NA,NA,2012,625400,YES,0.586469965,0.006668625,0.064375,-1.778100217,-1.128573021,No,1.03,13.1,0.053078444,1.149219113,1709.58,16,3.858957227,39.40619,-120.09607,1.204119983,3.23314339,MAN-MADE,WMT,S,WEST,WEST,NLA06608-0713,YES,Small,Large,LARGE,2
NLA12_CA-R03,1,2012-07-22,-92.51,-12.14,4.59,NA,NA,2012,623030,YES,1.355465028,0.003507389,0.412371134,-1.869428587,-0.37430577,No,20,16.7,1.303196057,1.247973266,255.73,48.5,22.67070511,37.63876,-120.28211,1.685741739,2.409476621,MAN-MADE,XER,S,WEST,WEST,NLA06608-1717,YES,Large,Large,LARGE,2
NLA12_CA-R05,1,2012-07-18,-83.59,-10.35,-0.79,NA,NA,2012,650780,YES,-1.538399836,0,0,-2,-2,No,0,0,-1,0,2199.11,4.5,0.028946774,40.4589,-121.2912,0.653212514,3.342444395,NATURAL,WMT,R,WEST,WEST,NLA12_CA-R05,NO,Small,Small,SMALL,1
NLA12_CA-R06,1,2012-07-16,-73.56,-8.55,-5.14,NA,NA,2012,650870,YES,-1.534731009,0,0,-2,-2,No,0,0,-1,0,1772.81,6,0.029192346,40.39684,-121.36309,0.77815125,3.248907099,NATURAL,WMT,R,WEST,WEST,NLA12_CA-R06,NO,Small,Small,SMALL,1
NLA12_CA-R09,1,2012-07-12,-115.32,-14.74,2.62,NA,NA,2012,650630,YES,-1.417049068,0,NA,-2,NA,No,0,0,-1,0,2969.81,NA,0.038278149,38.04726,-119.25892,NA,3.472874877,NATURAL,WMT,T,WEST,WEST,NLA12_CA-R09,NO,Small,Small,SMALL,3
NLA12_CA-R10,1,2012-07-17,-81.29,-10.51,2.76,NA,NA,2012,650840,YES,-0.739306049,0,0,-2,-2,No,0,0,-1,0,1653.01,12.4,0.182261085,40.40406,-121.36116,1.093421685,3.218538131,NATURAL,WMT,R,WEST,WEST,NLA12_CA-R10,NO,Small,Small,SMALL,1
NLA12_CA-R12,1,2012-07-15,-61.74,-5.35,-18.9,NA,NA,2012,650900,YES,-1.089041854,0,0,-2,-2,No,0,0,-1,0,1639.81,6.1,0.081462577,40.38794,-121.29895,0.785329835,3.215058294,NATURAL,WMT,S,WEST,WEST,NLA12_CA-R12,NO,Small,Small,SMALL,2
NLA12_CA-R13,1,2012-07-13,-118.35,-15.61,6.52,NA,NA,2012,651050,YES,-0.994467382,0,0,-2,-2,No,0,0,-1,0,2993.11,15.5,0.101282082,38.04678,-119.26482,1.190331698,3.476267752,NATURAL,WMT,S,WEST,WEST,NLA12_CA-R13,NO,Small,Small,SMALL,2
NLA12_CO-101,1,2012-07-13,18.12,6.35,-32.66,NA,NA,2012,644510,YES,0.482367549,0.406721417,6.272727273,-0.380154179,0.798148208,No,13.8,708.73,1.1430148,2.851093163,1181.28,2.2,3.03645989,38.30133,-102.75449,0.342422681,3.072720343,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-0864,YES,Large,Large,LARGE,2
NLA12_CO-101,2,2012-08-21,23.31,7.15,-33.85,NA,NA,2012,663920,YES,0.482367549,0.427530073,7.777777778,-0.358992091,0.891413551,No,14,744.99,1.149219113,2.872733006,1181.28,1.8,3.03645989,38.30156,-102.75471,0.255272505,3.072720343,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-0864,YES,Large,Large,LARGE,2
NLA12_CO-102,1,2012-06-26,-110.63,-14.76,7.46,NA,NA,2012,644690,YES,-0.824353536,0,0,-2,-2,No,0,0,-1,0,3070.94,14,0.149846452,38.99688,-108.0513,1.146128036,3.487412729,MAN-MADE,WMT,R,WEST,WEST,NLA06608-0687,YES,Small,Small,SMALL,1
NLA12_CO-103,1,2012-09-12,-73.11,-7.01,-17.04,NA,NA,2012,667010,YES,0.78643991,0.072139794,2.28,-1.085446393,0.359835482,Yes,11.4,178.4,1.06069784,2.253822439,1510.61,5,6.115611803,40.44076,-105.0341,0.698970004,3.179439756,MAN-MADE,SPL,T,CENPL,CENPL,NLA06608-1403,YES,Large,Large,LARGE,3
NLA12_CO-104,1,2012-09-14,-66.39,-5.79,-20.1,NA,NA,2012,665630,YES,-0.139684531,0.035527745,0.211940299,-1.341723859,-0.653763834,No,1.42,30.25,0.181843588,1.494850022,1487.14,6.7,0.724962377,40.22169,-104.94914,0.826074803,3.17264379,MAN-MADE,SPL,T,CENPL,CENPL,NLA06608-1339,YES,Large,Large,LARGE,3
NLA12_CO-105,1,2012-08-30,-56.63,-5.22,-14.87,NA,NA,2012,644630,YES,-0.184514563,0.067151715,0.490909091,-1.112654413,-0.300241086,Yes,2.16,54.3,0.354108439,1.742725131,2213,4.4,0.653861004,37.41743,-108.40691,0.643452677,3.345177617,MAN-MADE,WMT,T,WEST,WEST,NLA06608-0004,YES,Large,Large,LARGE,3
NLA12_CO-106,1,2012-07-20,-110.38,-14.13,2.65,NA,NA,2012,641780,YES,0.278333922,0.055816086,0.308333333,-1.181667948,-0.497117883,Yes,2.22,76.9,0.365487985,1.891537458,1562.41,7.2,1.898164828,40.33704,-105.12577,0.857332496,3.194072886,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-0635,YES,Large,Large,LARGE,2
NLA12_CO-107,1,2012-08-29,-97.61,-13.91,13.7,NA,NA,2012,665390,YES,-0.300172116,0.009847338,0.061585366,-1.702297739,-1.145175751,No,1.01,6.97,0.045322979,0.901458321,2959.6,16.4,0.500988646,37.8247,-107.8849,1.214843848,3.471379735,MAN-MADE,WMT,S,WEST,WEST,NLA06608-0068,YES,Small,Med,MEDIUM,2
NLA12_CO-108,1,2012-07-05,-91.31,-12.21,6.36,NA,NA,2012,644570,YES,-0.990428093,0.010977948,0.132653061,-1.678236999,-0.845718904,No,0.65,3.51,-0.124938737,0.654176542,3147,4.9,0.102228481,38.79087,-105.10706,0.69019608,3.498034724,MAN-MADE,WMT,R,WEST,WEST,NLA06608-0916,YES,Small,Small,SMALL,1
NLA12_CO-109,1,2012-08-23,-112,-14.49,3.9,NA,NA,2012,663890,YES,-0.292191739,0.047680468,0.2264,-1.238971221,-0.626352528,No,2.83,34.06,0.46686762,1.544811912,3029.04,12.5,0.510279664,40.0559,-105.74693,1.096910013,3.481448362,MAN-MADE,WMT,S,WEST,WEST,NLA06608-1483,YES,Large,Large,LARGE,2
NLA12_CO-110,1,2012-05-29,-69.2,-5.67,-23.86,NA,NA,2012,632060,YES,-0.738837692,0.067938547,0.3825,-1.108247695,-0.406160339,Yes,1.53,29.02,0.212187604,1.477410688,1620.93,4,0.182457747,39.99506,-105.11174,0.602059991,3.210032107,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-0827,YES,Large,Large,LARGE,2
NLA12_CO-111,1,2012-09-11,-114.91,-14.79,3.43,NA,NA,2012,665690,YES,0.337435556,0.022842888,0.133333333,-1.483558665,-0.843652799,Yes,0.8,33.6875,-0.045757491,1.540173001,1576.75,6,2.174881284,40.07758,-105.22005,0.77815125,3.198038189,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-1851,YES,Med,Large,LARGE,2
NLA12_CO-114,1,2012-06-27,-97.34,-12.52,2.81,NA,NA,2012,644660,YES,-1.242085494,0.018887792,0.198039216,-1.539285658,-0.681854792,No,1.01,4.52,0.045322979,0.741939078,3105.21,5.1,0.057268328,39.03661,-107.91121,0.707570176,3.492230814,MAN-MADE,WMT,S,WEST,WEST,NLA12_CO-114,NO,Small,Med,MEDIUM,2
NLA12_CO-115,1,2012-07-11,-87.76,-9.46,-12.12,NA,NA,2012,644600,YES,-1.454496849,0.005443129,0.112121212,-1.811264712,-0.913208894,No,0.37,1.02,-0.327902142,0.305351369,2994.12,3.3,0.035115847,40.00183,-107.35739,0.51851394,3.476414227,NATURAL,WMT,R,WEST,WEST,NLA12_CO-115,NO,Med,Med,MEDIUM,1
NLA12_CO-117,1,2012-08-02,-64.81,-7.21,-7.12,NA,NA,2012,654380,YES,-0.45381503,0.014450682,0.212,-1.611709027,-0.653647026,Yes,1.06,8.57,0.064457989,0.980911938,2348.41,5,0.351710205,37.31672,-107.11303,0.698970004,3.370958813,MAN-MADE,WMT,T,WEST,WEST,NLA12_CO-117,NO,Med,Med,MEDIUM,3
NLA12_CO-119,1,2012-07-18,-115.19,-15.99,12.77,NA,NA,2012,641180,YES,-1.21212026,0,0,-2,-2,No,0,0,-1,0,3594.97,30,0.061359207,40.25851,-105.60508,1.477121255,3.55581606,NATURAL,WMT,R,WEST,WEST,NLA12_CO-119,NO,Small,Small,SMALL,1
NLA12_CO-121,1,2012-08-01,-93.85,-12.81,8.65,NA,NA,2012,654410,YES,-1.686913905,0.030893042,0.316129032,-1.388350579,-0.486610538,No,0.98,4.43,0.033423756,0.73479983,3530.52,3.1,0.020562982,37.67319,-107.11195,0.491361694,3.54796167,MAN-MADE,WMT,S,WEST,WEST,NLA12_CO-121,NO,Small,Med,MEDIUM,2
NLA12_CO-124,1,2012-06-22,-49.57,-1.63,-36.51,NA,NA,2012,640760,YES,-1.035993699,0.002472055,0.060416667,-1.904061986,-1.152324537,Yes,0.29,0.75,-0.408935393,0.243038049,1600.49,4.8,0.092046293,39.93074,-104.974,0.681241237,3.204524231,MAN-MADE,SPL,T,CENPL,CENPL,NLA12_CO-124,NO,Small,Small,SMALL,3
NLA12_CO-125,1,2012-07-26,-124.35,-16.84,10.38,NA,NA,2012,655910,YES,-1.785683442,0,0,-2,-2,Yes,0,0,-1,0,2959.99,6.5,0.0163801,39.22084,-106.39173,0.812913357,3.471436941,NATURAL,WMT,R,WEST,WEST,NLA12_CO-125,NO,Small,Small,SMALL,1
NLA12_CO-127,1,2012-09-06,-86.51,-9.16,-13.2,NA,NA,2012,665660,YES,-0.607024092,0.007160808,0.311320755,-1.765462262,-0.493061222,Yes,1.65,3.56,0.243038049,0.658964843,1509.83,5.3,0.247158704,40.12169,-104.94551,0.72427587,3.1792156,MAN-MADE,SPL,T,CENPL,CENPL,NLA12_CO-127,NO,Large,Med,LARGE,3
NLA12_CO-129,1,2012-07-24,-58.35,-4.97,-18.62,NA,NA,2012,654440,YES,-1.536778829,0.125546089,0.190476191,-0.867913009,-0.697937199,No,0.4,21.4,-0.301029996,1.350248018,1720.86,2.1,0.02905502,37.28533,-104.33716,0.322219295,3.235997837,NATURAL,SPL,S,CENPL,CENPL,NLA12_CO-129,NO,Large,Large,LARGE,2
NLA12_CO-130,1,2012-08-15,-102.93,-14.29,11.36,NA,NA,2012,655400,YES,-1.415932382,0,0,-2,-2,Yes,0,0,-1,0,3435.34,5.8,0.038376699,39.6461,-106.16733,0.763427994,3.536096128,NATURAL,WMT,R,WEST,WEST,NLA12_CO-130,NO,Small,Small,SMALL,1
NLA12_CO-131,1,2012-06-28,-116.15,-14.64,0.95,NA,NA,2012,644480,YES,-0.759545894,0.005730214,0.057894737,-1.803265367,-1.168163891,No,0.44,2.39,-0.26760624,0.530199698,2410.41,7.6,0.173961885,40.94502,-106.01169,0.880813592,3.382271058,MAN-MADE,XER,S,WEST,WEST,NLA12_CO-131,NO,Small,Small,SMALL,2
NLA12_CO-131,2,2012-08-17,-109.42,-13.68,-0.01,NA,NA,2012,633950,YES,-0.759545894,0.001534451,0.034210526,-1.938003085,-1.354474315,No,0.26,0.64,-0.443697499,0.214843848,2410.41,7.6,0.173961885,40.94516,-106.01145,0.880813592,3.382271058,MAN-MADE,XER,S,WEST,WEST,NLA12_CO-131,NO,Small,Small,SMALL,2
NLA12_CO-133,1,2012-08-08,-77.17,-11.06,11.27,NA,NA,2012,655370,YES,-0.804663831,0.028713913,0.4625,-1.41213293,-0.325598187,No,1.11,11.37,0.08278537,1.0923697,3329.18,2.4,0.15679643,37.54059,-107.59734,0.380211242,3.522467708,MAN-MADE,WMT,R,WEST,WEST,NLA12_CO-133,NO,Med,Med,MEDIUM,1
NLA12_CO-R01,1,2012-08-27,-123.09,-16.51,8.98,NA,NA,2012,661940,YES,0.11696614,0,0,-2,-2,No,0,0,-1,0,2934,50.8,1.309079857,39.98663,-107.23038,1.705863712,3.467608106,NATURAL,WMT,S,WEST,WEST,NLA06608-0079,YES,Small,Small,SMALL,2
NLA12_CO-R04,1,2012-08-08,-115.1,-15.28,7.16,NA,NA,2012,652910,YES,-0.100200367,8.41708e-4,NA,-1.964902294,NA,No,0.6,0.75,-0.15490196,0.243038049,1951.04,NA,0.793961847,40.2185,-105.3777,NA,3.290488713,MAN-MADE,WMT,R,WEST,WEST,NLA06608-0715,YES,Small,Small,SMALL,1
NLA12_CO-R07,1,2012-08-30,-123.06,-16.21,6.62,NA,NA,2012,662000,YES,-1.594386401,0,0,-2,-2,No,0,0,-1,0,3107.87,3.1,0.025445653,40.143152,-107.117835,0.491361694,3.492602562,MAN-MADE,WMT,S,WEST,WEST,NLA06608-3599,YES,Small,Small,SMALL,2
NLA12_CO-R10,1,2012-08-28,-69.49,-5.46,-25.84,NA,NA,2012,652880,YES,-1.723610879,0.006547085,0.046268657,-1.781278514,-1.249733452,No,0.31,0.9,-0.387216143,0.278753601,2297.97,6.7,0.018896837,40.173982,-107.703288,0.826074803,3.361533304,NATURAL,WMT,S,WEST,WEST,NLA12_CO-R10,NO,Small,Med,MEDIUM,2
NLA12_CT-101,1,2012-06-20,-37.58,-5.88,9.44,NA,NA,2012,635240,YES,-0.710852244,0,0,-2,-2,Yes,0,0,-1,0,205.1,1.9,0.194602205,41.92274,-72.21877,0.278753601,2.314077992,MAN-MADE,NAP,R,APPS,NAP,NLA06608-1414,YES,Small,Small,SMALL,1
NLA12_CT-101,2,2012-08-29,-32.27,-4.48,3.61,NA,NA,2012,662930,YES,-0.710852244,0,0,-2,-2,Yes,0,0,-1,0,205.1,2.5,0.194602205,41.922722,-72.219028,0.397940009,2.314077992,MAN-MADE,NAP,R,APPS,NAP,NLA06608-1414,YES,Small,Small,SMALL,1
NLA12_CT-102,1,2012-06-28,-35.44,-4.79,2.86,NA,NA,2012,644360,YES,-6.7307e-5,0,0,-2,-2,Yes,0,0,-1,0,285.96,19.3,0.999845032,41.8762,-73.04257,1.285557309,2.457821364,NATURAL,NAP,S,APPS,NAP,NLA06608-0134,YES,Small,Small,SMALL,2
NLA12_CT-103,1,2012-08-09,-36.99,-5.73,8.85,NA,NA,2012,644300,YES,-0.250266216,0.009204118,0.105932203,-1.716605624,-0.93579591,Yes,2.5,6.9,0.414973348,0.897627091,198.75,23.6,0.561996725,41.67644,-73.14452,1.372912003,2.300486788,MAN-MADE,NAP,S,APPS,NAP,NLA06608-0006,YES,Large,Large,LARGE,2
NLA12_CT-104,1,2012-07-11,-40.39,-6.15,8.85,NA,NA,2012,644390,YES,-0.434950325,0,0,-2,-2,Yes,0,0,-1,0,86.77,5.7,0.367324313,41.95045,-71.95124,0.755874856,1.943346098,NATURAL,NAP,S,APPS,NAP,NLA06608-0498,YES,Small,Small,SMALL,2
NLA12_CT-105,1,2012-09-12,-31.7,-3.68,-2.26,NA,NA,2012,652280,YES,-0.975034663,0,0,-2,-2,No,0,0,-1,0,258.17,6.3,0.105916918,41.89703,-73.447,0.79934055,2.413584729,NATURAL,NAP,S,APPS,NAP,NLA06608-0805,YES,Small,Small,SMALL,2
NLA12_CT-107,1,2012-07-25,-28.14,-3.97,3.59,NA,NA,2012,652310,YES,-0.481723371,0,0,-2,-2,Yes,0,0,-1,0,52.68,4.5,0.329819728,41.33891,-72.48376,0.653212514,1.729812507,MAN-MADE,NAP,R,APPS,NAP,NLA12_CT-107,NO,Small,Small,SMALL,1
NLA12_CT-108,1,2012-08-15,-28.35,-3.67,1.05,NA,NA,2012,662990,YES,-0.409940354,0,0,-2,-2,Yes,0,0,-1,0,271.75,2.5,0.38909858,41.65365,-73.210217,0.397940009,2.435764759,NATURAL,NAP,S,APPS,NAP,NLA12_CT-108,NO,Small,Small,SMALL,2
NLA12_CT-115,1,2012-06-26,-32.33,-4.7,5.26,NA,NA,2012,635180,YES,0.048099785,0,0,-2,-2,Yes,0,0,-1,0,151.74,6.7,1.117119893,41.711158,-72.33173,0.826074803,2.183952786,MAN-MADE,NAP,T,APPS,NAP,NLA12_CT-115,NO,Small,Small,SMALL,3
NLA12_CT-115,2,2012-09-06,-28.87,-4.04,3.43,NA,NA,2012,662960,YES,0.048099785,0,0,-2,-2,Yes,0,0,-1,0,151.74,6.7,1.117119893,41.711411,-72.33186,0.826074803,2.183952786,MAN-MADE,NAP,T,APPS,NAP,NLA12_CT-115,NO,Small,Small,SMALL,3
NLA12_CT-118,1,2012-07-17,-31.2,-4.09,1.52,NA,NA,2012,644330,YES,-0.593124301,0,0,-2,-2,Yes,0,0,-1,0,59.75,9.2,0.255197079,41.77528,-71.88829,0.963787827,1.783546282,NATURAL,NAP,R,APPS,NAP,NLA12_CT-118,NO,Small,Small,SMALL,1
NLA12_CT-126,1,2012-08-01,-30.97,-4.3,3.43,NA,NA,2012,652550,YES,-0.469562298,0,0,-2,-2,Yes,0,0,-1,0,156.76,3.9,0.339185831,41.84382,-72.10773,0.591064607,2.197996898,MAN-MADE,NAP,R,APPS,NAP,NLA12_CT-126,NO,Small,Small,SMALL,1
NLA12_DE-101,1,2012-08-06,-25.74,-3.79,4.57,NA,NA,2012,622880,YES,-0.183926127,0,0,-2,-2,Yes,0,0,-1,0,0,1.7,0.654747537,39.42477,-75.68706,0.230448921,0,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0141,YES,Small,Small,SMALL,2
NLA12_DE-101,2,2012-09-19,-27.95,-4.02,4.25,NA,NA,2012,624380,YES,-0.183926127,0,0,-2,-2,Yes,0,0,-1,0,0,1.7,0.654747537,39.42297,-75.68764,0.230448921,0,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0141,YES,Small,Small,SMALL,2
NLA12_DE-102,1,2012-06-27,-31.16,-4.66,6.12,NA,NA,2012,622820,YES,-0.637354048,0,0,-2,-2,No,0,0,-1,0,1.89,1.3,0.230486744,38.98888,-75.51665,0.113943352,0.460897843,MAN-MADE,CPL,T,CPL,CPL,NLA06608-1741,YES,Small,Small,SMALL,3
NLA12_DE-103,1,2012-08-15,-35.48,-5.94,12.05,NA,NA,2012,622910,YES,-0.564218881,0,0,-2,-2,Yes,0,0,-1,0,1.55,1.7,0.272760275,38.64418,-75.54819,0.230448921,0.40654018,MAN-MADE,CPL,S,CPL,CPL,NLA06608-2333,YES,Small,Small,SMALL,2
NLA12_DE-104,1,2012-08-20,-30.9,-4.81,7.59,NA,NA,2012,623960,YES,-0.462699256,0,0,-2,-2,Yes,0,0,-1,0,1.55,1.9,0.344588472,38.55801,-75.5584,0.278753601,0.40654018,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0285,YES,Small,Small,SMALL,2
NLA12_DE-105,1,2012-06-25,-33.25,-5.41,10.05,NA,NA,2012,622850,YES,-1.147993974,0,0,-2,-2,Yes,0,0,-1,0,1.96,2.4,0.071122338,38.56023,-75.62947,0.380211242,0.471291711,MAN-MADE,CPL,T,CPL,CPL,NLA12_DE-105,NO,Small,Small,SMALL,3
NLA12_DE-105,2,2012-09-17,-33.93,-5.7,11.67,NA,NA,2012,623000,YES,-1.147993974,0,0,-2,-2,Yes,0,0,-1,0,1.96,2.2,0.071122338,38.5597,-75.63004,0.342422681,0.471291711,MAN-MADE,CPL,T,CPL,CPL,NLA12_DE-105,NO,Small,Small,SMALL,3
NLA12_DE-107,1,2012-09-13,-33.97,-5.8,12.41,NA,NA,2012,623930,YES,-0.847051305,0,0,-2,-2,Yes,0,0,-1,0,2.15,1.4,0.142216077,38.86648,-75.38194,0.146128036,0.498310554,MAN-MADE,CPL,R,CPL,CPL,NLA12_DE-107,NO,Small,Small,SMALL,1
NLA12_DE-121,1,2012-09-10,-32.65,-5.71,13.06,NA,NA,2012,622940,YES,-0.623419455,0,0,-2,-2,Yes,0,0,-1,0,7.95,1.5,0.238001966,38.52071,-75.51102,0.176091259,0.951823035,MAN-MADE,CPL,S,CPL,CPL,NLA06608-4760,YES,Small,Small,SMALL,2
NLA12_FL-101,1,2012-05-14,19.54,2.6,-1.22,NA,NA,2012,626120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPL,T,CPL,CPL,NLA12_FL-101,NO,Not Assessed,Not Assessed,NOT ASSESSED,3
NLA12_FL-101,2,2012-08-19,17.49,2.71,-4.21,NA,NA,2012,630380,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPL,T,CPL,CPL,NLA12_FL-101,NO,Not Assessed,Not Assessed,NOT ASSESSED,3
NLA12_FL-102,1,2012-05-16,21.35,3.86,-9.5,NA,NA,2012,626180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPL,S,CPL,CPL,NLA12_FL-102,NO,Not Assessed,Not Assessed,NOT ASSESSED,2
NLA12_FL-102,2,2012-08-10,13.12,2.6,-7.7,NA,NA,2012,660740,YES,0.462118067,4.99298e-4,0.01025641,-1.978839734,-1.693437516,Yes,0.04,0.85,-0.853871964,0.267171728,38.73,3.9,2.898131363,28.09254,-81.70596,0.591064607,1.599118565,NATURAL,CPL,S,CPL,CPL,NLA06608-2593,YES,Med,Med,MEDIUM,2
NLA12_FL-103,1,2012-07-30,10.2,2.19,-7.35,NA,NA,2012,630560,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPL,T,CPL,CPL,NLA12_FL-103,NO,Not Assessed,Not Assessed,NOT ASSESSED,3
NLA12_FL-104,1,2012-05-19,13.3,2.67,-8.08,NA,NA,2012,626330,YES,-0.407237517,0.005433725,0.046268657,-1.811529235,-1.249733452,Yes,0.31,3.4,-0.387216143,0.643452677,19.8,6.7,0.391527691,28.62976,-81.35774,0.826074803,1.318063335,NATURAL,CPL,S,CPL,CPL,NLA06608-1349,YES,Med,Med,MEDIUM,2
NLA12_FL-105,1,2012-08-12,14.71,2.88,-8.3,NA,NA,2012,661790,YES,1.802696981,0,0,-2,-2,Yes,0,0,-1,0,17.7,3.5,63.488779890000004,28.85217,-81.84965,0.544068044,1.271841607,NATURAL,CPL,S,CPL,CPL,NLA06608-1733,YES,Small,Small,SMALL,2
NLA12_FL-106,1,2012-05-20,13.94,2.76,-8.13,NA,NA,2012,625340,YES,-0.611357087,0.001190452,0.142857143,-1.95115237,-0.815714262,Yes,0.4,0.588888889,-0.301029996,0.201093528,11.26,2.8,0.244705039,28.63923,-81.1357,0.447158031,1.08849047,NATURAL,CPL,S,CPL,CPL,NLA06608-0069,YES,Med,Med,MEDIUM,2
NLA12_FL-107,1,2012-05-17,21.26,4.38,-13.8,NA,NA,2012,626210,YES,-0.522373435,0.007152746,0.07704918,-1.765666351,-1.060235314,Yes,0.47,3.92,-0.244125144,0.691965103,42.88,6.1,0.300349259,28.1698,-81.83552,0.785329835,1.642266619,NATURAL,CPL,S,CPL,CPL,NLA06608-2657,YES,Med,Med,MEDIUM,2
NLA12_FL-108,1,2012-07-28,-11.89,-1.73,1.94,NA,NA,2012,646640,YES,1.526394175,0,0,-2,-2,Yes,0,0,-1,0,20.82,5.5,33.60424755,30.41624,-84.58564,0.74036269,1.338854746,MAN-MADE,CPL,S,CPL,CPL,NLA06608-2074,YES,Small,Small,SMALL,2
NLA12_FL-109,1,2012-08-11,0.35,0.45,-3.24,NA,NA,2012,661820,YES,1.552128303,0,0,-2,-2,Yes,0,0,-1,0,0.3,2.4,35.65564552,28.84099,-81.26036,0.380211242,0.113943352,NATURAL,CPL,T,CPL,CPL,NLA06608-2629,YES,Small,Small,SMALL,3
NLA12_FL-110,1,2012-05-18,-0.5,0.44,-4.05,NA,NA,2012,625310,YES,-1.728006324,0.023981537,0.307692308,-1.468756987,-0.497993301,Yes,0.8,3.28,-0.045757491,0.631443769,29.37,2.6,0.018706549,27.84198,-81.50917,0.414973348,1.482444792,NATURAL,CPL,S,CPL,CPL,NLA12_FL-110,NO,Med,Med,MEDIUM,2
NLA12_FL-110,2,2012-08-14,-3.47,0.26,-5.59,NA,NA,2012,661730,YES,-1.728006324,0.02420088,0.178571429,-1.465962721,-0.724524109,Yes,0.5,3.31,-0.22184875,0.63447727,29.37,2.8,0.018706549,27.84212,-81.50935,0.447158031,1.482444792,NATURAL,CPL,S,CPL,CPL,NLA12_FL-110,NO,Med,Med,MEDIUM,2
NLA12_FL-114,1,2012-05-21,16.71,3.7,-12.92,NA,NA,2012,626270,YES,-1.195787815,0.005308829,0.060606061,-1.815058039,-1.151158019,Yes,0.4,1.34,-0.301029996,0.369215857,24.72,6.6,0.063710672,28.621019,-81.389522,0.819543936,1.410270964,NATURAL,CPL,S,CPL,CPL,NLA12_FL-114,NO,Med,Med,MEDIUM,2
NLA12_FL-123,1,2012-05-15,0.12,0,0.09,NA,NA,2012,626150,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPL,R,CPL,CPL,NLA12_FL-123,NO,Not Assessed,Not Assessed,NOT ASSESSED,1
NLA12_FL-123,2,2012-08-18,-2.02,-0.16,-0.73,NA,NA,2012,661370,YES,-0.461788357,0,0,-2,-2,Yes,0,0,-1,0,33.47,12.5,0.345311978,27.20799,-81.35071,1.096910013,1.537441283,NATURAL,CPL,R,CPL,CPL,NLA12_FL-123,NO,Small,Small,SMALL,1
NLA12_FL-126,1,2012-08-13,6.54,1.5,-5.46,NA,NA,2012,661760,YES,1.427295626,0,0,-2,-2,No,0,0,-1,0,15.52,2.4,26.74826553,28.02939,-81.41893,0.380211242,1.218010043,NATURAL,CPL,S,CPL,CPL,NLA12_FL-126,NO,Small,Small,SMALL,2
NLA12_FL-130,1,2012-08-09,16.15,3.04,-8.19,NA,NA,2012,661850,YES,-0.667420414,0.012482611,0.12,-1.648153263,-0.886056648,Yes,0.24,5.788888889,-0.468521083,0.831798701,28.99,2,0.215069877,28.56479,-81.77921,0.301029996,1.476976466,NATURAL,CPL,S,CPL,CPL,NLA12_FL-130,NO,Med,Large,LARGE,2
